,Name,Sex,Age,Height,Weight
18333,Stefano Primo Bellone,M,25.0,179.0,69.0
18337,Gino Belloni,M,27.0,,
18338,Gyula Belloni,M,24.0,,
18339,Concepcin Bellorin Naranjo,F,31.0,155.0,57.0
18340,G. Bllot,M,,,
18341,Jean-Michel Bellot,M,22.0,180.0,73.0
18343,E. Bellotti,M,,,
18344,"Pietro ""Piero"" Bellotti",M,26.0,168.0,70.0
18345,Claudia Cinthia Bellotto,F,16.0,160.0,55.0
18349,Ettore Bellotto,M,25.0,,
18350,Giuseppe Bellotto,M,,,
18351,Lakhdar Belloumi,M,21.0,175.0,68.0
18352,George Wesley Bellows,M,49.0,,
18354,"Alessandro ""Sandro"" Bellucci",M,29.0,170.0,56.0
18356,Thomaz Cocchiarali Bellucci,M,20.0,187.0,80.0
18361,Antonella Bellutti,F,27.0,180.0,73.0
18365,Luca Belluzzi,M,19.0,,
18366,Miles Aubrey Bellville,M,27.0,,
18367,Tarik Belmadani,M,24.0,167.0,60.0
18368,Olga Belmar Bohigas,F,18.0,152.0,50.0
18369,Silvia Belmar Bohigas,F,15.0,166.0,47.0
18373,"Jacob ""Jaap"" Belmer",M,22.0,,
18374,"Pieter Leonard ""Piet"" Belmer",M,27.0,,
18375,Stefania Belmondo,F,19.0,158.0,45.0
18397,Adolfo Belmonte Heredia,M,19.0,182.0,70.0
18400,Dailn Belmonte Torres,F,26.0,158.0,52.0
18402,Mireia Belmonte Garca,F,17.0,170.0,59.0
18417,Ricardo Belmonte,M,23.0,170.0,60.0
18418,Hctor Belo Herrera,M,,,
18422,Wilhem Belocian,M,21.0,178.0,78.0
18423,Valery Mikhaylovich Belodedov,M,21.0,,
18424,Andrey Vladimirovich Belofastov,M,22.0,,
18425,Anatoly Alekseyevich Beloglazov,M,23.0,155.0,52.0
18426,Sergey Alekseyevich Beloglazov,M,23.0,165.0,57.0
18428,Josef Blohradsk,M,21.0,,
18429,Raivis Belohvoiks,M,24.0,182.0,70.0
18433,Spyridon Belokas,M,,,
18435,Andrey Nikolayevich Belokrinkin,M,21.0,180.0,74.0
18438,Mykola Belokurov,M,25.0,170.0,64.0
18439,Yana Borysivna Belomoina,F,19.0,164.0,46.0
18441,Alexander Belonogoff,M,26.0,187.0,90.0
18442,Vladimir Belonogov,M,23.0,187.0,90.0
18443,Miloslav Blononk,M,29.0,,
18444,Esper Konstantinovich Beloselsky-Belozersky,M,41.0,,
18445,Viktoriya Vladimirovna Beloslyudtseva,F,32.0,173.0,58.0
18446,Frank Vern Belote,M,28.0,172.0,69.0
18449,"Melissa Louise Belote (-Hamlin, -Ripley)",F,15.0,171.0,60.0
18453,Mara Amelia Belotti,F,27.0,180.0,73.0
18454,Laura Belotti,F,17.0,168.0,54.0
18455,Marco Belotti,M,19.0,185.0,76.0
18461,Vasile Belous,M,23.0,180.0,69.0
18462,Valery Pavlovich Belousov,M,28.0,169.0,60.0
18463,Vladimir Pavlovich Belousov,M,21.0,173.0,78.0
18465,Yevgeny Vladimirovich Belousov,M,21.0,183.0,86.0
18467,Lyudmila Yevgenevna Belousova (-Protopopova),F,24.0,160.0,46.0
18470,Aleksandr Aleksandrovich Belov,M,20.0,200.0,100.0
18472,Aleksandr Belov,M,20.0,182.0,60.0
18474,Anton Sergeyevich Belov,M,27.0,192.0,92.0
18475,Nikolay Grigoryevich Belov,M,32.0,,
18476,Sergey Aleksandrovich Belov,M,24.0,190.0,82.0
18480,Vladimir Borisovich Belov,M,22.0,195.0,92.0
18481,Yevgeny Nikolayevich Belov,M,23.0,185.0,78.0
18483,Yury Vladimirovich Belov,M,23.0,183.0,120.0
18485,Irina Olegovna Belova,F,19.0,175.0,52.0
18486,Irina Nikolayevna Belova (Ilyichova-),F,24.0,175.0,62.0
18487,Yelena Pavlovna Belova (-Kalyanova),F,26.0,172.0,58.0
18489,Olga Konstantinovna Belova-Gorbunova,F,18.0,169.0,60.0
18491,Zinaida Ivanovna Belovetskaya (-Plishkina),F,20.0,162.0,58.0
18493,Dieter Below,M,34.0,183.0,82.0
18495,Viktor Mikhaylovich Belsky,M,25.0,184.0,73.0
18496,"Timothy E. ""Tim"" Belson",M,25.0,193.0,83.0
18498,Chantal Herlindes Julitte Beltman,F,24.0,180.0,68.0
18500,Janine Claire Belton (-Usher),F,16.0,165.0,56.0
18502,Fabiana Beltrame,F,22.0,172.0,59.0
18505,Sebastin Beltrame,M,22.0,185.0,76.0
18507,Cesare Beltrami,M,21.0,178.0,70.0
18510,Ivan Beltrami,M,19.0,175.0,70.0
18514,Mario Beltrami,M,30.0,,
18516,Angel Beltrn Mario,M,23.0,196.0,90.0
18517,Daima Mayelis Beltrn Guisado,F,28.0,182.0,104.0
18519,Ileana Benita Beltrn Zulueta,F,21.0,162.0,61.0
18521,Lazaro Beltrn Rizo,M,28.0,,
18522,Jos Gil de Gouveia Beltro,M,30.0,,
18524,ngel Beltr,M,20.0,,
18525,Manuel Jess Beltre Herrera,M,19.0,,
18527,Samuel Beltz,M,27.0,180.0,70.0
18529,Maksim Eduardovich Belugin,M,28.0,197.0,115.0
18531,Olesya Vladimirovna Belugina,F,20.0,175.0,53.0
18532,Marin Beluica,M,23.0,,
18533,Olena Belusovska,F,13.0,,
18534,Richard Percy Belvin,M,23.0,,
18535,Richard Belvin,M,27.0,178.0,78.0
18538,Daria Vasilyevna Belyakina,F,21.0,172.0,60.0
18542,Aleksandr Vladimirovich Belyakov,M,22.0,178.0,74.0
18544,Boris Ivanovich Belyakov,M,,,
18546,Gennady Vladimirovich Belyakov,M,23.0,171.0,84.0
18548,Valery Alekseyevich Belyakov,M,27.0,172.0,69.0
18549,Viktor Belyakov,M,21.0,173.0,69.0
18552,Vladimir Timofeyevich Belyakov,M,34.0,,
18560,Anastasiya Yevgenyevna Belyakova,F,23.0,173.0,60.0
18561,Lyubov Borisovna Belyakova,F,26.0,160.0,57.0
18562,Olga Vladimirovna Belyakova,F,21.0,175.0,60.0
18566,Yelena Anatolyevna Belyakova,F,24.0,177.0,56.0
18567,Yevgeniya Aleksandrovna Belyakova,F,26.0,182.0,71.0
18568,Viktor Vladimirovich Belyatsky,M,25.0,,91.0
18569,David Sagitovich Belyavsky,M,20.0,165.0,55.0
18583,Aleksey Belyayev,M,20.0,180.0,77.0
18584,Boris Belyayev,M,23.0,187.0,96.0
18585,Sergey Nikolayevich Belyayev,M,36.0,,
18588,Yevgeny Prokopyevich Belyayev,M,21.0,188.0,91.0
18595,Galina Vasilyevna Belyayeva,F,44.0,157.0,68.0
18599,Galina Viktorovna Belyayeva,F,36.0,168.0,64.0
18600,Olga Yevgenyevna Belyayeva,F,23.0,173.0,64.0
18602,Hilton Arthur Belyea,M,38.0,,
18603,Ivan Fedorovych Belytskiy,M,27.0,178.0,67.0
18604,Christian Belz,M,26.0,179.0,60.0
18606,Juan Pedro Belza Jaurrieta,M,24.0,173.0,69.0
18607,Robert Belza,M,25.0,,67.0
18608,Konstantinos Bembis,M,,,
18617,"Athanasios ""Thanasis"" Bembis",M,,,
18618,Jean-Didiace Bmou,M,25.0,184.0,71.0
18621,Walid Ben Abbes,M,24.0,188.0,76.0
18622,Abdel Aziz Ben Abdallah,M,20.0,194.0,87.0
18624,Mouna Ben Abderassoul,F,20.0,170.0,67.0
18626,Rhadi Ben Abdesselam,M,31.0,180.0,65.0
18628,Bakir Ben Aissa,M,29.0,169.0,55.0
18630,Feiza Ben Assa,F,25.0,162.0,63.0
18633,Michel Ben Akoun,M,24.0,164.0,57.0
18634,Ali Ben Ali,M,27.0,172.0,65.0
18636,Rahma Ben Ali,F,22.0,159.0,55.0
18637,Faycal Ben Amara,M,18.0,196.0,75.0
18639,Hichem Ben Amira,M,20.0,198.0,90.0
18640,Amira Ben Amor,F,26.0,168.0,49.0
18641,Oualid Ben Amor,M,24.0,190.0,87.0
18642,Rafik Ben Amor,M,19.0,180.0,70.0
18643,Muhammad Ben Aras,M,21.0,,
18644,Maher Ben Aziza,M,20.0,177.0,72.0
18646,Habib Ben Azzabi,M,23.0,168.0,64.0
18648,Abderrahman Ben Azzedine,M,26.0,165.0,65.0
18649,Hedhili Ben Boubaker,M,,174.0,59.0
18650,Larbi Ben Boudaoud,M,22.0,170.0,66.0
18653,Brahim Ben Bouilla,M,24.0,165.0,60.0
18654,Mohamed Ben Boujemaa,M,,180.0,70.0
18655,Djillali Ben Brahim,M,27.0,178.0,71.0
18656,Amira Ben Chaabane,F,22.0,175.0,61.0
18657,Mohamed Ben Checkroun,M,23.0,169.0,71.0
18658,Reda Ben Chehima,M,26.0,175.0,75.0
18660,Mehdi Ben Cheikh,M,33.0,183.0,88.0
18661,Tarek Ben Chrouda,M,19.0,,
18662,Itzhak Ben David,M,,166.0,64.0
18663,Houda Ben Daya,F,25.0,175.0,77.0
18664,Ali Ben Dayan,M,,170.0,68.0
18665,Mazouz Ben Djedaa,M,24.0,,
18666,Abdel Krim Ben Djemil,M,20.0,190.0,80.0
18668,Fatah Ben Farj,M,,172.0,63.0
18669,Hassan Ben Gamra,M,24.0,170.0,69.0
18670,Mohamed Ben Gandoubi,M,25.0,170.0,71.0
18671,Jacques Ben Gualid,M,42.0,178.0,78.0
18674,Mohamed Ben Guesmia,M,19.0,181.0,75.0
18675,Mohamed Ryad Ben Haddad,M,25.0,,
18676,Yehuda Ben Haim,M,28.0,165.0,48.0
18677,Mohamed Ben Haji,M,21.0,,
18678,Khaoula Ben Hamza,F,17.0,172.0,68.0
18680,Tamar Ben Hassan,M,19.0,165.0,54.0
18682,Awatef Ben Hassine,F,20.0,175.0,65.0
18683,Bilel Ben Hassine,M,29.0,195.0,88.0
18684,Karem Ben Hnia,M,21.0,165.0,69.0
18685,Afef Ben Ismail,F,18.0,173.0,60.0
18688,Mohamed Ben Joullon,M,34.0,172.0,70.0
18693,Nesrine Ben Kahia,F,18.0,164.0,56.0
18695,Abdel Kader Ben Kamel,M,,177.0,82.0
18696,Allal Ben Kassou,M,,178.0,74.0
18697,Tijini Ben Kassou,M,21.0,185.0,110.0
18699,Riadh Ben Khedher,M,23.0,183.0,80.0
18700,El-Tayeb El-Hadj Ben Khelfallah,M,22.0,,
18701,Boujamaa Ben Khrief,M,,175.0,71.0
18702,Kareem Ben Kouar,M,20.0,170.0,66.0
18703,Mohamed Ali Ahmed Ben Labidi,M,29.0,,
18704,Moustafa Ben Lahbib,M,,175.0,74.0
18705,Mohamed Ben Lazhar Salah,M,31.0,175.0,70.0
18707,Sofiane Ben Letaief,M,21.0,185.0,80.0
18708,Abdel Salem Ben Magh Soula,M,23.0,178.0,74.0
18710,Ali Ben Maghenia,M,19.0,170.0,54.0
18711,Mohamed Moukrim Ben Mansour,M,22.0,168.0,67.0
18713,Abderrazak Ben Massaoud,M,26.0,186.0,75.0
18714,Hamouda Ben Massaoud,M,27.0,188.0,82.0
18715,Naceur Ben Ahmed Ben Messaoud,M,26.0,190.0,75.0
18716,Anouar Ben Naceur,M,20.0,175.0,
18717,Sad Ben Najem,M,24.0,177.0,70.0
18718,Ali Ben Neji,M,26.0,179.0,74.0
18719,Naceur Ben Othman,M,20.0,183.0,75.0
18720,Taoufik Ben Othman,M,21.0,168.0,65.0
18721,Naoufel Ben Rabah,M,22.0,170.0,60.0
18722,Abderrahim Ben Redouane,M,30.0,165.0,58.0
18723,Hichem Ben Romdhane,M,24.0,,
18724,Makram Ben Romdhane,M,23.0,204.0,102.0
18725,Abdullah Ben Sad,M,23.0,165.0,55.0
18726,Mohamed Ben Saleh,M,23.0,169.0,80.0
18728,Abderraouf Ben Samir,M,18.0,190.0,91.0
18730,Taj Ben Saoula,M,25.0,179.0,70.0
18731,Mohamed Ben Sheikh,M,21.0,182.0,71.0
18732,Amar Ben Siffedine,M,,174.0,71.0
18733,Lotfi Ben Slimane,M,24.0,176.0,70.0
18734,Al-Mehdi Ben Slimane,M,22.0,170.0,76.0
18735,Mohamed Ben Slimane,M,30.0,187.0,73.0
18736,Moncef Ben Soltane,M,24.0,185.0,78.0
18737,Meziane Ben Tahar,M,22.0,168.0,62.0
18738,Amor Ben Yahia,M,27.0,175.0,63.0
18740,Khaled Ben Yahia,M,28.0,180.0,80.0
18741,Wissem Ben Yahia,M,19.0,176.0,65.0
18742,Imed Ben Younes,M,22.0,174.0,64.0
18743,Lahlou Ben Youns,M,27.0,180.0,75.0
18746,El-Munsif Ben Youssef,M,,170.0,70.0
18747,Leila Maryam Ben Youssef,F,26.0,160.0,55.0
18748,Alon Ben-Dor,M,24.0,173.0,74.0
18749,Dov Ben-Dov,M,25.0,,
18750,Ralli Ben-Yehuda,F,25.0,157.0,52.0
18755,Philippe Bena,M,20.0,168.0,69.0
18759,Raouf Benabid,M,19.0,178.0,82.0
18760,Ctirad Benek,M,23.0,,
18761,Diego Orlando Benaglio,M,28.0,195.0,89.0
18762,Tarek Aziz Benaissa,M,21.0,170.0,66.0
18764,Jaroslav Benk,M,21.0,181.0,82.0
18766,Oscar Benalczar,M,21.0,189.0,92.0
18767,Abderrahmane Benamadi,M,31.0,183.0,90.0
18768,Mounir Benamadi,M,26.0,168.0,66.0
18769,Roberto Benamati,M,32.0,,
18770,Nafaa Benami,M,29.0,165.0,56.0
18771,Hctor Benaprs L.,M,26.0,182.0,66.0
18772,"Christopher Anthony ""Chris"" Benard",M,26.0,191.0,84.0
18773,Claude Edmont Bnard,M,21.0,176.0,68.0
18775,Raoul Ren Alphonse Bnard,M,42.0,,
18777,"Stylianos ""Stelios"" Benardis",M,,,
18782,Maximilian Benassi,M,26.0,184.0,78.0
18783,Alfonso Benavides Lpez de Ayala,M,21.0,182.0,86.0
18785,Jos Mara Benavides Accibar,M,31.0,180.0,130.0
18787,Juan Benavides Janjaque,M,26.0,172.0,90.0
18788,Juan Benavides Hermosilla,M,21.0,194.0,90.0
18791,Ramiro Benavides,M,14.0,175.0,68.0
18794,Virgen Benavides Muoz,F,29.0,162.0,54.0
18796,Aristeo Benavdez,M,25.0,,
18797,Jhow Hendric Benavdez Banegas,M,20.0,179.0,76.0
18798,Reda Benbaziz,M,22.0,175.0,60.0
18799,Pavel Benc,M,20.0,172.0,70.0
18812,Abdelhafid Benchabla,M,21.0,184.0,81.0
18815,Samir Benchenaf,M,24.0,167.0,55.0
18816,Juraj Benk,M,35.0,170.0,62.0
18818,Petr Benik,M,32.0,180.0,73.0
18819,Alfred John Bencini,M,19.0,,
18820,Fabio Bencivenga,M,20.0,201.0,97.0
18824,Curt Ragnar Benckert,M,24.0,,
18827,Jos Reynaldo Bencosme de Leon,M,20.0,185.0,73.0
18828,Gbor Bencsik,M,24.0,194.0,90.0
18829,Mria Bencsik,F,20.0,164.0,52.0
18835,Jnos Bencze,M,25.0,198.0,103.0
18837,Lajos Bencze (Biringer-),M,29.0,,
18840,Andrej Benda,M,30.0,193.0,95.0
18841,Antal Benda,M,26.0,,
18842,Jan Benda,M,21.0,192.0,96.0
18845,Mohamed Bendahmane,M,22.0,175.0,68.0
18846,Tharwat El-Bendary,M,25.0,,98.0
18847,Sofiane Bendebka,M,23.0,170.0,65.0
18848,Jlia Bendeov,F,28.0,178.0,68.0
18849,Alejandro Bender,M,20.0,191.0,100.0
18851,Garrett Bender,M,24.0,193.0,105.0
18852,Heinrich Bender,M,29.0,183.0,
18853,Lars Bender,M,27.0,184.0,80.0
18854,Sven Bender,M,27.0,185.0,80.0
18855,"Thomas Erwin ""Tom"" Bender",M,27.0,213.0,105.0
18856,Brunon Bendig,M,21.0,169.0,54.0
18858,Martin Bendk,M,20.0,187.0,95.0
18861,Hans-Jrg Bendiner,M,23.0,184.0,82.0
18862,Finn Berg Bendixen,M,23.0,185.0,74.0
18863,Ole Christian Bendixen,M,25.0,180.0,75.0
18864,Kurt Bendlin,M,25.0,178.0,91.0
18865,Ferenc Bene,M,19.0,170.0,70.0
18866,Gusztv Bene,M,36.0,,
18867,Lszl Bene,M,,,
18868,Mrton Zoltn Bene,M,23.0,184.0,87.0
18870,Mihaela Bene,F,23.0,,
18871,Lino Benech,M,24.0,175.0,70.0
18872,Anna Beneck (-Morale),F,18.0,170.0,59.0
18874,Daniela Beneck (-Frinolli),F,14.0,163.0,54.0
18878,Christina Benecke,F,25.0,190.0,76.0
18880,Emil Benecke,M,29.0,173.0,
18882,Gnther Benecke,M,37.0,173.0,66.0
18883,Sascha Benecken,M,23.0,178.0,74.0
18884,Gbor Benedek,M,25.0,,
18888,Jnos Benedek,M,23.0,159.0,60.0
18890,Tibor Benedek,M,20.0,190.0,96.0
18895,Lidija Benedeti-Lapajne,F,21.0,175.0,64.0
18897,Enrico Benedetti,M,23.0,,
18898,Franco Benedetti,M,19.0,171.0,73.0
18900,Giordano Benedetti,M,27.0,189.0,67.0
18901,Luigi Benedetti,M,21.0,181.0,70.0
18903,Michele Benedetti,M,27.0,175.0,68.0
18905,Nicola Benedetti,M,22.0,198.0,78.0
18907,Maja Benedii,F,24.0,172.0,60.0
18911,Edward Benedicks,M,29.0,,
18916,Charles Sumner Benedict,M,40.0,,
18918,Camila Mazza de Benedicto,F,30.0,,
18920,"Frederika ""Cees"" Benedictus-Lieftinck",F,52.0,,
18922,Brane Benedik,M,19.0,,
18924,Grega Benedik,M,21.0,183.0,82.0
18926,Josef Benedik,M,38.0,,
18928,Ole Benediktson,M,23.0,173.0,63.0
18942,Kristinn Benediktsson,M,20.0,175.0,68.0
18949,lafur Benediktsson,M,20.0,179.0,85.0
18950,Franco Benedini,M,30.0,185.0,77.0
18951,Andrea Benelli,M,28.0,173.0,80.0
18957,Bouke Benenga,M,20.0,,
18959,Lambertus Benenga,M,22.0,,
18960,Jan Bene,M,20.0,,
18961,Ladislav Bene,M,29.0,181.0,81.0
18962,Marijan Bene,M,25.0,170.0,68.0
18963,Petr Bene,M,37.0,198.0,95.0
18964,Waltraud Benesch,F,19.0,164.0,58.0
18970,Hana Beneov,F,21.0,170.0,60.0
18974,Iveta Beneov (-Melzer),F,21.0,170.0,56.0
18977,Francisco Javier Benet Martn,M,24.0,186.0,81.0
18980,Pavel Benetka,M,27.0,,
18988,Andrea Benetti,M,24.0,174.0,68.0
18990,Csar Augusto Benetti Aprosio,M,24.0,,
18991,Mario Benetton,M,26.0,175.0,70.0
18992,Meaghan Benfeito,F,19.0,155.0,48.0
18997,Arnaldo Benfenati,M,24.0,,
18998,"Frederick Angus ""Fred"" Benfield (-Kirkham)",M,19.0,,
18999,Giovanni Benfratello,M,,,
19001,Izaskun Bengoa Prez,F,21.0,172.0,63.0
19003,Mara Vernica Bengochea,F,27.0,170.0,62.0
19004,"Serge Bengono, II",M,23.0,176.0,72.0
19006,"Deborah ""Debbie"" Bengtson",F,15.0,177.0,51.0
19007,Jerry Ricardo Bengtson Bodden,M,25.0,182.0,80.0
19008,Knut Sverre Bengtson,M,29.0,172.0,85.0
19010,Allan August Bengtsson,M,18.0,,
19011,Angelica Therese Bengtsson,F,19.0,163.0,52.0
19013,Bengt Folke Bengtsson,M,22.0,,
19014,Bengt-ke Bengtsson,M,22.0,,
19015,Birgitta Kristina Bengtsson,F,23.0,170.0,61.0
19016,Boel Katarina Bengtsson (-Bessemer-Clark),F,24.0,,
19017,Catrine Bengtsson,F,22.0,161.0,57.0
19021,Claes Hkan Bengtsson,M,24.0,189.0,78.0
19027,Leif Eddy Bengtsson,M,21.0,192.0,130.0
19029,Leif Georg Folke Bengtsson,M,23.0,180.0,78.0
19030,Gabriel Giovanni Bengtsson (Castillo-),M,23.0,168.0,68.0
19031,Gert-ke Bengtsson,M,24.0,176.0,64.0
19032,Gran Olof Bengtsson,M,26.0,178.0,62.0
19033,Jan Gran Lennart Bengtsson,M,28.0,183.0,85.0
19034,Gsta Ragnar Bengtsson (-Bewert),M,22.0,,
19035,Per Hkan Bengtsson,M,18.0,176.0,68.0
19036,Jan Ingvar Harald Bengtsson,M,29.0,180.0,84.0
19037,Bengt Rolf Ingvar Bengtsson,M,26.0,182.0,73.0
19038,Grd Kristin Bengtsson,F,26.0,169.0,65.0
19041,Lars Hkan Bengtsson,M,27.0,173.0,66.0
19042,Willy Lars-Erik Bengtsson,M,18.0,182.0,82.0
19044,Maria Bengtsson,F,28.0,163.0,52.0
19046,Odd Michael Bengtsson (-Tember),M,21.0,173.0,57.0
19047,Karl Oscar Vilhelm Bengtsson,M,23.0,,
19048,Otto Bernhard Bengtsson,M,30.0,,
19049,Per Olov Bengtsson,M,20.0,189.0,82.0
19054,Per-Inge Bengtsson,M,22.0,184.0,78.0
19058,Rolf-Gran Bengtsson,M,34.0,171.0,67.0
19068,Bengt Stefan Bengtsson,M,25.0,178.0,70.0
19069,Sylve Boris Bengtsson,M,22.0,,
19070,Anna Therese Bengtsson,F,29.0,187.0,83.0
19071,Ann Marianne Victoria Bengtsson (-Albrektsson),F,18.0,167.0,51.0
19072,Ilda Maria Bengue,F,25.0,177.0,84.0
19075,Ren Benguerel,M,23.0,185.0,63.0
19076,Abdelraouf Benguit,M,20.0,170.0,65.0
19077,John Cecil Benham,M,23.0,,
19079,"Reginald Joseph ""Reg"" Benham",M,22.0,183.0,82.0
19080,"Stanley Delong ""Stan"" Benham",M,38.0,,
19082,Nassima Saleha Benhamouda ep Akouche,F,34.0,180.0,67.0
19083,Joseph Benhard,M,24.0,163.0,48.0
19084,Hasna Benhassi,F,22.0,166.0,47.0
19088,Niccol Beni,M,22.0,185.0,70.0
19089,Mohieddine Beni Daoud,M,20.0,164.0,60.0
19090,Aleksi Benianidze,M,22.0,184.0,80.0
19092,Susan Benicke,F,18.0,160.0,43.0
19093,Rosalie Bni Tano,F,18.0,163.0,48.0
19094,Jan Janusz Benigier,M,26.0,174.0,70.0
19095,Amar Benikhlef,M,22.0,186.0,90.0
19097,Eric Creighton Beningfield,M,59.0,,
19098,Emilio Benini,M,28.0,,
19099,Fides Benini,F,22.0,,
19100,Charles Bnitah,M,53.0,176.0,80.0
19101,Vtor Alves Benite,M,26.0,190.0,88.0
19102,Lorena Aida Benites Valverde,F,26.0,174.0,67.0
19103,Alejandra Jhonay de Jess Bentez Romero,F,24.0,169.0,62.0
19107,Arsenio Bentez Zarza,M,20.0,190.0,88.0
19108,Carlos Bentez Surez,M,24.0,177.0,79.0
19109,Elena Bentez Morales,F,33.0,168.0,67.0
19110,Eliudis Bentez,M,21.0,185.0,90.0
19111,Jenifer del Carmen Bentez Bentez,F,19.0,160.0,50.0
19113,Jos Roberto Bentez,M,27.0,180.0,69.0
19114,Mario Eustaquio Bentez,M,22.0,172.0,71.0
19115,Alexia Pamela Bentez Quijada,F,21.0,165.0,57.0
19116,Pedro Juan Bentez Domnguez,M,23.0,190.0,80.0
19117,Rubn Antonio Bentez,M,23.0,174.0,68.0
19118,Gregorio Benito Rubio,M,21.0,179.0,73.0
19119,Marie Benito,F,30.0,158.0,50.0
19120,Benjamin Insfran,M,32.0,196.0,97.0
19121,Ivan Benjamin,M,22.0,,
19124,Lester Benjamin,M,20.0,178.0,69.0
19126,"Stephen DeLancey ""Steve"" Benjamin",M,28.0,175.0,59.0
19127,"Timothy David ""Tim"" Benjamin",M,22.0,183.0,76.0
19129,Mohammed Benkablia,M,23.0,180.0,72.0
19130,Max Benker,M,27.0,168.0,69.0
19138,Mohamed Benkhemassa,M,23.0,175.0,60.0
19139,Barbara Benk,F,22.0,173.0,61.0
19140,"Gregory Laurie ""Greg"" Benko",M,19.0,182.0,59.0
19146,Katalin Benk,F,23.0,176.0,70.0
19147,Lindsay Dianne Benko (-Mintenko),F,23.0,185.0,74.0
19153,Tibor Benk (-Benk-Kzdivsrhelyi),M,27.0,180.0,
19155,Zoltn Benk,M,21.0,182.0,85.0
19157,Rok Benkovi,M,19.0,181.0,62.0
19160,"Brittany ""Britt"" Benn",F,27.0,165.0,68.0
19161,Carlos Miguel Benn Pott,M,27.0,,
19162,"James Randolph ""Jamie"" Benn",M,24.0,189.0,94.0
19163,Maurice Benn,M,21.0,179.0,69.0
19164,Anthony Benna,M,22.0,172.0,76.0
19166,"Marinus Apolonia ""Rinus"" Bennaars",M,20.0,,
19167,Mustapha Bennacer,M,27.0,168.0,55.0
19168,Lucas Rafael Bennazar Ortz,M,35.0,183.0,86.0
19171,Edwin Johannes Benne,M,23.0,208.0,104.0
19173,"Huelet Leo ""Joe"" Benner",M,30.0,178.0,100.0
19177,Maikel Benner,M,24.0,177.0,78.0
19178,Julien Benneteau,M,30.0,185.0,79.0
19180,Adrienne Bennett (Tay-),F,35.0,165.0,60.0
19181,Ainsley Bennett,M,21.0,168.0,62.0
19183,Anna Bennett,F,20.0,168.0,65.0
19184,Audrey Ethel Bennett (-Banfield),F,20.0,165.0,60.0
19185,Basil Robert Bennett,M,25.0,183.0,77.0
19186,"Robert Earl ""Bob"" Bennett",M,17.0,183.0,78.0
19190,"Robert Howard ""Bob"" Bennett",M,28.0,188.0,98.0
19191,Brett Hugh Bennett,M,29.0,151.0,66.0
19192,Brooke Marie Bennett (-Frioud),F,16.0,165.0,57.0
19195,Charles Bennett,M,29.0,,
19198,"Christopher ""Chris"" Bennett",M,26.0,188.0,115.0
19199,Douglas Haig Bennett,M,29.0,,
19201,"Edward Grant ""Ed"" Bennett",M,34.0,193.0,93.0
19202,"Edward Howard Bennett, Jr.",M,20.0,,
19203,"Geoffrey Russell ""Geoff"" Bennett",M,30.0,,
19204,George Bennett,M,26.0,181.0,58.0
19205,"Gregory Sydney ""Greg"" Bennett",M,32.0,178.0,69.0
19206,"John Hadfield ""Jack"" Bennett",M,34.0,,
19207,"Jefferson Taft ""Jeff"" Bennett",M,23.0,173.0,69.0
19208,John Dale Bennett,M,26.0,172.0,68.0
19209,Joyce Elaine Bennett (-Sala Tenna),F,19.0,168.0,63.0
19213,Karen Bennett,F,27.0,179.0,75.0
19214,Kyle Ray Bennett,M,28.0,183.0,83.0
19215,Laura Marie Bennett (Reback-),F,33.0,175.0,59.0
19217,Margaret Helen Bennett (-Anthony),F,21.0,,
19218,Mark Stewart Bennett,M,23.0,183.0,89.0
19219,Mervyn Bennett,M,31.0,179.0,70.0
19223,Michael I. Bennett,M,29.0,183.0,90.0
19224,"Michael John ""Mick"" Bennett",M,23.0,183.0,71.0
19227,Paul Bennett,M,27.0,207.0,100.0
19228,Peter John Bennett,M,26.0,183.0,78.0
19230,Richard John Bennett,M,28.0,180.0,70.0
19232,Ronald Roosevelt Bennett Martnez,M,27.0,175.0,70.0
19233,"Sandra Kaye ""Sandy"" Bennett",F,28.0,168.0,60.0
19234,Shayne Anthony Bennett,M,28.0,195.0,100.0
19235,"Edward Ernest ""Ted"" Bennett",M,26.0,,
19236,Todd Anthony Bennett,M,22.0,170.0,64.0
19240,Hawley Bennett-Awad,F,27.0,161.0,52.0
19244,Francesco Bennici,M,20.0,171.0,50.0
19245,Andrew David Bennie,M,27.0,180.0,68.0
19249,"Christine Mary ""Chris"" Benning (Tranter-)",F,29.0,160.0,49.0
19250,Denise Benning (-Reid),F,20.0,154.0,47.0
19251,Carina Marguerite Benninga,F,21.0,164.0,64.0
19254,Marc Alexander Benninga,M,27.0,170.0,66.0
19255,"Alejandro Christian ""Alex"" Benoit Zurcher",M,23.0,,
19258,Andr Benoit,M,25.0,178.0,80.0
19260,Joan Benoit (-Samuelson),F,27.0,157.0,46.0
19261,"Maurice ""Moe"" Benoit",M,26.0,180.0,81.0
19262,Raoul Benot,M,,,
19263,Raymond Benoit,M,,,
19264,Tessa Benoit,F,24.0,167.0,54.0
19266,Francesca Benolli,F,18.0,163.0,53.0
19271,Lino Benoni,M,26.0,,
19272,Jean-Baptiste Benoy,M,21.0,,
19274,Baldomiro Benquet,M,29.0,,
19275,Gabriel Benquet,M,31.0,,
19276,Constant Bens,M,30.0,172.0,78.0
19278,Ernest Bens,M,19.0,187.0,84.0
19279,Zohra Bensalem,F,22.0,178.0,56.0
